EmployeeID,FirstName,LastName,Department,Position,Salary,JoiningDate,Country
351,James,Garcia,Finance,Accountant,73030,2013-07-18,UK
439,Linda,Brown,Finance,Accountant,92325,2013-04-13,UK
688,Linda,Smith,Finance,Accountant,61388,2012-09-14,UK
811,Linda,Smith,Finance,Accountant,45276,2023-04-22,UK
887,Mary,Lopez,Finance,Accountant,52221,2016-05-26,UK
25,David,Johnson,Marketing,Content Strategist,71621,2020-01-22,UK
172,Sara,Garcia,Marketing,Content Strategist,66647,2014-03-20,UK
224,David,Johnson,Marketing,Content Strategist,46084,2019-02-03,UK
329,John,Johnson,Marketing,Content Strategist,82067,2012-11-06,UK
489,David,Garcia,Marketing,Content Strategist,95346,2011-08-29,UK
218,James,Smith,Support,Customer Support Specialist,57039,2015-06-28,UK
261,John,Smith,Support,Customer Support Specialist,55950,2015-04-27,UK
309,James,Smith,Support,Customer Support Specialist,79344,2019-08-27,UK
377,Robert,Smith,Support,Customer Support Specialist,45368,2016-01-19,UK
757,Robert,Wilson,Support,Customer Support Specialist,93872,2020-05-19,UK
889,Mary,Smith,Support,Customer Support Specialist,59447,2020-02-10,UK
905,Jane,Lopez,Support,Customer Support Specialist,88112,2022-11-23,UK
2,Linda,Johnson,Engineering,Data Scientist,52274,2010-09-26,UK
99,Robert,Garcia,Engineering,Data Scientist,74870,2010-09-17,UK
128,Sara,Garcia,Engineering,Data Scientist,77927,2016-06-13,UK
198,Emily,Davis,Engineering,Data Scientist,46066,2018-03-17,UK
202,John,Johnson,Engineering,Data Scientist,85864,2019-08-01,UK
558,Robert,Davis,Engineering,Data Scientist,93540,2022-11-12,UK
339,John,Lopez,Engineering,DevOps Engineer,94544,2016-10-18,UK
394,Jane,Martinez,Engineering,DevOps Engineer,98941,2022-06-14,UK
871,Mary,Martinez,Engineering,DevOps Engineer,47427,2014-01-09,UK
44,Mary,Doe,Finance,Financial Analyst,93955,2023-01-17,UK
108,Linda,Lopez,Finance,Financial Analyst,82420,2011-05-16,UK
541,Mike,Smith,Finance,Financial Analyst,83574,2021-05-16,UK
562,Emily,Clark,Finance,Financial Analyst,50906,2022-10-16,UK
595,Mary,Garcia,Finance,Financial Analyst,92270,2015-05-03,UK
622,Linda,Clark,Finance,Financial Analyst,97236,2014-08-31,UK
683,Mary,Wilson,Finance,Financial Analyst,76825,2010-04-14,UK
696,David,Doe,Finance,Financial Analyst,45369,2010-05-24,UK
730,Linda,Doe,Finance,Financial Analyst,78890,2012-06-21,UK
881,Mike,Brown,Finance,Financial Analyst,48046,2019-06-02,UK
938,Mary,Doe,Finance,Financial Analyst,64221,2018-03-29,UK
994,Mike,Garcia,Finance,Financial Analyst,62419,2011-04-05,UK
145,Jane,Garcia,Design,Graphic Designer,98447,2023-04-02,UK
525,Mike,Brown,Design,Graphic Designer,71713,2021-09-11,UK
586,James,Johnson,Design,Graphic Designer,68146,2014-06-26,UK
653,Linda,Clark,Design,Graphic Designer,62954,2012-05-27,UK
826,Mike,Doe,Design,Graphic Designer,81325,2014-04-02,UK
7,John,Davis,HR,HR Specialist,75153,2010-12-02,UK
160,James,Clark,HR,HR Specialist,56723,2021-09-21,UK
376,Jane,Wilson,HR,HR Specialist,74938,2010-05-15,UK
667,David,Johnson,HR,HR Specialist,76819,2022-11-08,UK
724,Emily,Lopez,HR,HR Specialist,87622,2016-04-13,UK
765,Linda,Wilson,HR,HR Specialist,88893,2018-05-01,UK
576,Mike,Davis,IT,IT Support Specialist,94365,2022-04-14,UK
601,Mary,Clark,IT,IT Support Specialist,82431,2012-06-24,UK
603,Sara,Clark,IT,IT Support Specialist,82519,2016-02-28,UK
720,James,Wilson,IT,IT Support Specialist,68240,2011-11-04,UK
788,Mary,Doe,IT,IT Support Specialist,77289,2018-07-12,UK
831,Sara,Garcia,IT,IT Support Specialist,50877,2015-02-11,UK
835,Emily,Wilson,IT,IT Support Specialist,80890,2015-08-01,UK
62,Linda,Smith,Marketing,Marketing Manager,66549,2015-04-05,UK
496,John,Doe,Marketing,Marketing Manager,50727,2010-09-13,UK
753,David,Lopez,Marketing,Marketing Manager,52216,2018-05-28,UK
867,Mary,Lopez,Marketing,Marketing Manager,95100,2015-05-06,UK
53,James,Davis,HR,Recruiter,76778,2021-01-30,UK
259,Mike,Davis,HR,Recruiter,79799,2021-04-20,UK
698,Emily,Doe,HR,Recruiter,52839,2022-09-25,UK
174,Linda,Johnson,Sales,Sales Executive,48933,2018-01-19,UK
364,Emily,Garcia,Sales,Sales Executive,93493,2018-01-10,UK
692,John,Garcia,Sales,Sales Executive,62744,2022-03-09,UK
705,Mary,Wilson,Sales,Sales Executive,49350,2016-11-22,UK
839,Robert,Brown,Sales,Sales Executive,58374,2016-09-05,UK
514,Linda,Davis,Sales,Sales Manager,67896,2011-10-28,UK
142,Linda,Johnson,Engineering,Software Engineer,96267,2016-05-24,UK
201,Mike,Wilson,Engineering,Software Engineer,89663,2019-06-18,UK
330,James,Smith,Engineering,Software Engineer,75208,2021-03-09,UK
408,Mike,Wilson,Engineering,Software Engineer,45632,2010-01-10,UK
545,Mike,Lopez,Engineering,Software Engineer,45001,2012-03-05,UK
802,Sara,Clark,Engineering,Software Engineer,98338,2014-04-22,UK
919,Robert,Garcia,Engineering,Software Engineer,70688,2020-04-01,UK
471,Robert,Doe,IT,System Administrator,85200,2015-10-29,UK
785,Robert,Johnson,IT,System Administrator,89157,2021-01-03,UK
896,James,Clark,IT,System Administrator,47675,2013-09-28,UK
913,Emily,Brown,IT,System Administrator,88325,2011-03-07,UK
129,Emily,Martinez,Support,Technical Support,66005,2016-07-22,UK
414,Emily,Brown,Support,Technical Support,86182,2010-08-17,UK
464,Emily,Garcia,Support,Technical Support,97047,2023-08-18,UK
590,Mike,Lopez,Support,Technical Support,96642,2022-06-13,UK
773,Jane,Smith,Support,Technical Support,68751,2012-09-07,UK
784,Linda,Garcia,Support,Technical Support,91411,2015-01-28,UK
43,Robert,Lopez,Design,UI/UX Designer,63255,2020-05-04,UK
144,Robert,Wilson,Design,UI/UX Designer,93021,2021-04-15,UK
387,Robert,Martinez,Design,UI/UX Designer,62141,2010-12-28,UK
645,David,Doe,Design,UI/UX Designer,94432,2022-01-19,UK
361,Sara,Garcia,Finance,Accountant,77603,2012-03-01,USA
585,Robert,Clark,Finance,Accountant,86284,2019-01-24,USA
689,Emily,Garcia,Finance,Accountant,47131,2021-07-05,USA
721,James,Wilson,Finance,Accountant,96033,2017-03-13,USA
809,Sara,Lopez,Finance,Accountant,56052,2022-09-21,USA
991,Sara,Johnson,Finance,Accountant,98527,2010-12-19,USA
170,Robert,Garcia,Marketing,Content Strategist,83858,2021-03-31,USA
568,Linda,Doe,Marketing,Content Strategist,97165,2015-10-15,USA
636,Emily,Smith,Marketing,Content Strategist,59315,2019-08-18,USA
684,Emily,Lopez,Marketing,Content Strategist,99492,2023-06-25,USA
707,Sara,Wilson,Marketing,Content Strategist,61374,2023-03-09,USA
797,James,Davis,Marketing,Content Strategist,56248,2012-09-13,USA
841,Linda,Davis,Marketing,Content Strategist,46847,2015-02-18,USA
898,Robert,Lopez,Marketing,Content Strategist,66538,2017-02-08,USA
161,Jane,Martinez,Support,Customer Support Specialist,69047,2012-12-22,USA
313,Mary,Smith,Support,Customer Support Specialist,70701,2014-10-25,USA
366,Emily,Garcia,Support,Customer Support Specialist,59314,2012-07-29,USA
967,John,Brown,Support,Customer Support Specialist,97938,2022-12-25,USA
211,David,Davis,Engineering,Data Scientist,55218,2013-12-10,USA
233,Jane,Doe,Engineering,Data Scientist,72132,2022-08-15,USA
349,James,Clark,Engineering,Data Scientist,94617,2015-10-16,USA
965,David,Johnson,Engineering,Data Scientist,88712,2023-07-30,USA
359,John,Martinez,Engineering,DevOps Engineer,90359,2011-12-03,USA
371,John,Doe,Engineering,DevOps Engineer,85786,2013-07-17,USA
606,James,Smith,Engineering,DevOps Engineer,86540,2020-09-15,USA
903,Mike,Brown,Engineering,DevOps Engineer,63684,2013-05-06,USA
988,John,Clark,Engineering,DevOps Engineer,64261,2023-07-08,USA
222,Mike,Martinez,Finance,Financial Analyst,52192,2016-01-30,USA
367,Emily,Clark,Finance,Financial Analyst,88099,2011-10-18,USA
512,Emily,Clark,Finance,Financial Analyst,51395,2020-12-25,USA
663,John,Martinez,Finance,Financial Analyst,45422,2019-06-18,USA
777,Mary,Doe,Finance,Financial Analyst,85655,2010-11-08,USA
849,Mary,Martinez,Finance,Financial Analyst,74361,2021-05-01,USA
210,James,Lopez,Design,Graphic Designer,82522,2021-05-10,USA
380,Jane,Martinez,Design,Graphic Designer,78346,2016-07-28,USA
669,Sara,Johnson,Design,Graphic Designer,87453,2015-08-20,USA
732,Emily,Martinez,Design,Graphic Designer,55925,2017-11-20,USA
769,Robert,Johnson,Design,Graphic Designer,94518,2015-01-23,USA
6,Mike,Clark,HR,HR Specialist,47961,2021-07-12,USA
95,Linda,Brown,HR,HR Specialist,68898,2021-07-04,USA
381,Sara,Wilson,HR,HR Specialist,67739,2023-04-03,USA
615,Sara,Wilson,HR,HR Specialist,93956,2013-08-22,USA
865,James,Clark,HR,HR Specialist,73518,2016-03-31,USA
5,Mary,Wilson,IT,IT Support Specialist,78738,2014-01-28,USA
135,Emily,Garcia,IT,IT Support Specialist,82811,2010-07-15,USA
297,James,Johnson,IT,IT Support Specialist,97080,2015-10-25,USA
462,Mary,Davis,IT,IT Support Specialist,68210,2021-02-02,USA
579,Jane,Davis,IT,IT Support Specialist,62195,2011-02-27,USA
594,Linda,Doe,IT,IT Support Specialist,61856,2020-12-27,USA
875,Robert,Doe,IT,IT Support Specialist,95778,2014-05-31,USA
17,Emily,Smith,Marketing,Marketing Manager,73010,2011-01-16,USA
100,Jane,Davis,Marketing,Marketing Manager,83901,2014-03-25,USA
298,Mike,Martinez,Marketing,Marketing Manager,82419,2014-08-12,USA
317,Mike,Brown,Marketing,Marketing Manager,46922,2014-03-03,USA
342,Mary,Garcia,Marketing,Marketing Manager,50223,2019-06-02,USA
440,Robert,Clark,Marketing,Marketing Manager,96510,2013-11-24,USA
596,Mike,Lopez,Marketing,Marketing Manager,90997,2016-04-23,USA
124,Robert,Smith,HR,Recruiter,59444,2011-03-21,USA
164,Mike,Doe,HR,Recruiter,89260,2017-06-03,USA
195,Robert,Brown,HR,Recruiter,74171,2018-07-02,USA
284,Sara,Doe,HR,Recruiter,56310,2015-01-02,USA
780,Sara,Doe,HR,Recruiter,90306,2015-01-17,USA
845,Mike,Doe,HR,Recruiter,84407,2023-08-06,USA
873,Mary,Smith,HR,Recruiter,85282,2021-05-06,USA
49,Mary,Martinez,Sales,Sales Executive,75481,2016-01-30,USA
241,Jane,Doe,Sales,Sales Executive,99426,2016-02-11,USA
266,Mike,Lopez,Sales,Sales Executive,70467,2016-10-03,USA
453,Robert,Martinez,Sales,Sales Executive,90366,2011-07-28,USA
598,Emily,Garcia,Sales,Sales Executive,54021,2012-03-02,USA
676,Jane,Wilson,Sales,Sales Executive,49625,2018-12-28,USA
801,Mike,Clark,Sales,Sales Executive,99621,2023-01-27,USA
890,David,Brown,Sales,Sales Executive,83908,2012-04-06,USA
28,Jane,Brown,Sales,Sales Manager,47733,2022-12-27,USA
57,Mary,Clark,Sales,Sales Manager,52423,2019-03-08,USA
184,John,Doe,Sales,Sales Manager,65444,2020-02-08,USA
382,Mary,Garcia,Sales,Sales Manager,63666,2020-06-30,USA
975,Jane,Lopez,Sales,Sales Manager,90273,2010-08-27,USA
125,David,Johnson,Engineering,Software Engineer,45369,2018-03-16,USA
235,Mary,Wilson,Engineering,Software Engineer,65563,2019-06-23,USA
253,Mary,Martinez,Engineering,Software Engineer,79929,2019-12-30,USA
876,John,Brown,Engineering,Software Engineer,61084,2019-08-27,USA
271,Linda,Johnson,IT,System Administrator,55620,2023-04-11,USA
315,Sara,Brown,IT,System Administrator,96262,2013-10-16,USA
360,Mike,Clark,IT,System Administrator,50958,2017-04-22,USA
430,Jane,Clark,IT,System Administrator,59204,2021-12-20,USA
517,Linda,Martinez,IT,System Administrator,54177,2019-05-10,USA
567,Emily,Doe,IT,System Administrator,86718,2013-05-09,USA
630,Mary,Martinez,IT,System Administrator,99668,2010-08-25,USA
632,Mary,Brown,IT,System Administrator,94750,2016-10-22,USA
815,Jane,Brown,IT,System Administrator,85922,2014-08-27,USA
823,Mike,Johnson,IT,System Administrator,65884,2020-09-07,USA
916,Linda,Brown,IT,System Administrator,46220,2020-10-17,USA
147,Linda,Wilson,Support,Technical Support,81219,2015-11-12,USA
321,Jane,Martinez,Support,Technical Support,99430,2018-08-01,USA
395,Linda,Brown,Support,Technical Support,65288,2022-01-14,USA
486,Mary,Brown,Support,Technical Support,84460,2018-11-11,USA
888,Emily,Martinez,Support,Technical Support,57272,2016-08-15,USA
954,Sara,Martinez,Support,Technical Support,65901,2012-10-10,USA
316,Sara,Clark,Design,UI/UX Designer,83282,2016-07-24,USA
526,John,Doe,Design,UI/UX Designer,93773,2020-03-07,USA
600,Linda,Davis,Design,UI/UX Designer,55409,2013-09-11,USA
607,Mike,Martinez,Design,UI/UX Designer,85470,2020-10-31,USA
924,James,Doe,Design,UI/UX Designer,64819,2016-08-02,USA
